city,state_name,lat,lng,id
Duncan,Nebraska,41.3904,-97.4928,1840011453
Tekonsha,Michigan,42.0964,-84.9903,1840011202
Rockleigh,New Jersey,41.0026,-73.9327,1840000901
Graniteville,Vermont,44.1463,-72.4818,1840023973
Ridgeville,Indiana,40.292,-85.0285,1840010477
Blacklake,California,35.0497,-120.5387,1840075635
Eagle Bend,Minnesota,46.1643,-95.0341,1840007754
Shippenville,Pennsylvania,41.251,-79.4626,1840003462
Catawba,North Carolina,35.7095,-81.0668,1840016282
Jamestown,Pennsylvania,41.4843,-80.437,1840000734
Elkhart,Iowa,41.7939,-93.5241,1840008168
Fairmount,Illinois,40.0456,-87.8293,1840012179
Mechanicsville,Connecticut,41.9545,-71.8851,1840044601
Stoutsville,Ohio,39.6049,-82.8235,1840012473
Union,Illinois,42.2316,-88.5448,1840011145
Mott,North Dakota,46.3744,-102.3189,1840000221
Oak Run,Illinois,40.9635,-90.1331,1840025536
Upper Santan Village,Arizona,33.1152,-111.7419,1840042802
Warwick,Georgia,31.8298,-83.9206,1840015856
Bodega,California,38.3488,-122.9711,1840022486
Nesco,New Jersey,39.638,-74.6954,1840033362
Bassett,Nebraska,42.5826,-99.5367,1840006922
Avoca,Indiana,38.9172,-86.5556,1840026705
Delaware Water Gap,Pennsylvania,40.975,-75.1392,1840003510
Boston,Virginia,37.6039,-75.8437,1840024721
Waikoloa Beach Resort,Hawaii,19.9279,-155.8704,1840150019
Alda,Nebraska,40.8666,-98.468,1840010331
East Freedom,Pennsylvania,40.3552,-78.4305,1840026417
Huntington,Oregon,44.3501,-117.2668,1840019968
Ocean View,New Jersey,39.1932,-74.7373,1840081150
Webster,Wisconsin,45.8798,-92.3628,1840001994
North Rose,New York,43.1872,-76.8863,1840026167
Nittany,Pennsylvania,40.9947,-77.5521,1840024194
Edgeley,North Dakota,46.3625,-98.7126,1840000216
Leonardville,Kansas,39.3642,-96.8596,1840008480
Braymer,Missouri,39.5905,-93.7961,1840005588
New Florence,Pennsylvania,40.379,-79.0751,1840001150
Candlewood Orchards,Connecticut,41.4728,-73.4381,1840044450
Artemus,Kentucky,36.8351,-83.8413,1840026893
Cankton,Louisiana,30.3455,-92.113,1840018221
Remington,Ohio,39.2288,-84.3223,1840024520
Carnelian Bay,California,39.2336,-120.0764,1840025620
Brooklyn,Illinois,38.6542,-90.1679,1840010780
Alhambra,Illinois,38.8878,-89.7362,1840010712
Lakehead,California,40.9007,-122.3924,1840028161
Throckmorton,Texas,33.182,-99.1797,1840022999
Meadville,Mississippi,31.472,-90.8931,1840017092
Peeples Valley,Arizona,34.2773,-112.7653,1840019163
Pink Hill,North Carolina,35.0562,-77.7436,1840016390
Cynthiana,Indiana,38.1872,-87.7086,1840009838
Corinna,Maine,44.9223,-69.2628,1840153001
Saxton,Pennsylvania,40.2127,-78.247,1840001406
Lewistown,Missouri,40.0848,-91.8136,1840009458
Clay,West Virginia,38.4662,-81.0813,1840006185
Georgetown,Idaho,42.479,-111.3639,1840029706
Murrayville,Illinois,39.5817,-90.2518,1840012514
Kirtland Hills,Ohio,41.6362,-81.3192,1840000536
Browns Valley,Minnesota,45.5947,-96.8327,1840004013
Welch,Oklahoma,36.8743,-95.0946,1840022601
New Summerfield,Texas,31.9807,-95.115,1840020791
Lowry City,Missouri,38.1401,-93.7275,1840009842
Hill City,South Dakota,43.9337,-103.5694,1840002184
Parker's Crossroads,Tennessee,35.7894,-88.3905,1840036097
Carolina Meadows,North Carolina,35.8597,-79.0179,1840152905
North High Shoals,Georgia,33.8271,-83.5014,1840016783
Chula Vista,Texas,28.6563,-99.8077,1840142314
Bloomingburg,New York,41.5519,-74.4436,1840004794
Norphlet,Arkansas,33.3198,-92.6619,1840014842
Mallow,Virginia,37.7676,-79.9702,1840117168
Neshanic,New Jersey,40.5043,-74.7175,1840081102
Caddo Valley,Arkansas,34.1898,-93.0679,1840015584
Town of Pines,Indiana,41.6882,-86.9518,1840030032
Arley,Alabama,34.0885,-87.2075,1840006641
Saluda,Virginia,37.6053,-76.5938,1840026816
Fairfield,Oklahoma,35.8407,-94.6061,1840034637
San Luis,Colorado,37.2025,-105.4225,1840022549
Lemitar,New Mexico,34.1551,-106.9122,1840033685
Albert City,Iowa,42.7816,-94.9491,1840006898
Nisqually Indian Community,Washington,47.0164,-122.6725,1840074509
Rock Ridge,Connecticut,41.0345,-73.6484,1840044699
Merrillan,Wisconsin,44.4488,-90.834,1840002399
St. Paul,Kansas,37.5186,-95.1742,1840009887
Scottsville,Virginia,37.8064,-78.4919,1840006281
Center,North Dakota,47.1149,-101.2977,1840001928
Eek,Alaska,60.2164,-162.0331,1840023356
Stephen,Minnesota,48.4524,-96.8763,1840008819
Rauchtown,Pennsylvania,41.1261,-77.2364,1840026321
Gauley Bridge,West Virginia,38.1681,-81.2039,1840006294
Mappsville,Virginia,37.8435,-75.5686,1840024734
Mount Morris,Pennsylvania,39.7342,-80.0755,1840026594
Leary,Texas,33.469,-94.219,1840020609
Clara,Mississippi,31.5831,-88.6916,1840025937
Port Trevorton,Pennsylvania,40.6924,-76.894,1840005363
Nina,Texas,26.2811,-98.581,1840036731
Graceville,Minnesota,45.5686,-96.4372,1840007791
Canal Lewisville,Ohio,40.299,-81.8402,1840026510
Mamers,North Carolina,35.416,-78.939,1840024950
Kirkersville,Ohio,39.95,-82.5985,1840012329
Kingsville,Ohio,41.8869,-80.6771,1840140471
Kennard,Indiana,39.9054,-85.5222,1840010532
Paragonah,Utah,37.8853,-112.7707,1840022537
Montcalm,West Virginia,37.3516,-81.2513,1840006400
Pecan Hill,Texas,32.4907,-96.7813,1840020760
Dearing,Georgia,33.4149,-82.3852,1840016837
Round Rock,Arizona,36.5044,-109.4616,1840019001
Garden City,Alabama,34.015,-86.7493,1840002685
Walden,Colorado,40.7316,-106.2814,1840022404
Big Water,Utah,37.0729,-111.6608,1840020326
Gaston,Oregon,45.4348,-123.1449,1840019931
Warm Springs,Georgia,32.887,-84.6781,1840015750
Wolsey,South Dakota,44.4105,-98.4738,1840002369
Fleming-Neon,Kentucky,37.1953,-82.7048,1840013258
Chalfant,Pennsylvania,40.4101,-79.8387,1840001216
De Valls Bluff,Arkansas,34.7861,-91.4608,1840014623
Upper Marlboro,Maryland,38.8153,-76.7514,1840003828
Bettsville,Ohio,41.244,-83.2338,1840011718
Lawndale,North Carolina,35.4142,-81.563,1840016331
Britton,Michigan,41.9877,-83.8304,1840010151
Big Stone City,South Dakota,45.2985,-96.4657,1840006730
Algoma,Mississippi,34.1788,-89.0336,1840015577
Kurten,Texas,30.7895,-96.2758,1840022163
Aroma Park,Illinois,41.0788,-87.8011,1840011690
Llewellyn Park,New Jersey,40.7895,-74.2415,1840082000
Middleville,New York,43.1384,-74.9707,1840004150
Millry,Alabama,31.6256,-88.319,1840017081
Launiupoko,Hawaii,20.8541,-156.6424,1840029516
Mineral,Virginia,38.0068,-77.9061,1840006313
McCool Junction,Nebraska,40.744,-97.6007,1840011823
Lattimer,Pennsylvania,40.9929,-75.9607,1840035049
Jasper,Arkansas,36.0124,-93.1874,1840014492
New Seabury,Massachusetts,41.5689,-70.4812,1840004757
Woodruff,Wisconsin,45.8946,-89.6912,1840025295
Stagecoach,Texas,30.1438,-95.7079,1840023140
Briny Breezes,Florida,26.509,-80.0542,1840015991
Cherry Valley,Arkansas,35.4028,-90.7536,1840014578
Boomer,West Virginia,38.149,-81.28,1840025677
Gilmore City,Iowa,42.7268,-94.4368,1840008029
Riverview,Virginia,36.9326,-82.4846,1840037353
Pippa Passes,Kentucky,37.3342,-82.8733,1840014372
Ansley,Nebraska,41.2863,-99.3825,1840010211
Hot Springs,Montana,47.6091,-114.6705,1840021084
Lattimore,North Carolina,35.3153,-81.6602,1840016330
Rule,Texas,33.1819,-99.8933,1840022026
Verndale,Minnesota,46.3969,-95.0125,1840009970
Motley,Minnesota,46.3349,-94.6423,1840007758
Glen Park,New York,44.0016,-75.9548,1840004112
Santa Maria,Texas,26.0767,-97.8465,1840019740
Honduras,Puerto Rico,18.1412,-66.2004,1630151309
Maricopa Colony,Arizona,33.3626,-112.2267,1840042770
Calpella,California,39.2323,-123.197,1840025582
Greenwood,Florida,30.8727,-85.1612,1840017152
Swink,Colorado,38.0141,-103.6283,1840022528
Santa María,Puerto Rico,18.271,-65.6623,1630146341
Shakertowne,Missouri,37.694,-89.8674,1840146390
Effingham,Kansas,39.5228,-95.3969,1840008457
Rangeley,Maine,44.9643,-70.6467,1840152998
Whitesville,Kentucky,37.683,-86.8701,1840015223
Knapp,Wisconsin,44.9514,-92.0769,1840002142
Gould,Arkansas,33.9872,-91.5641,1840013664
Minor Hill,Tennessee,35.0424,-87.1654,1840014574
Godley,Illinois,41.2385,-88.2452,1840011487
Rhinecliff,New York,41.922,-73.9439,1840024105
Strawn,Texas,32.551,-98.4979,1840022039
Dana,Indiana,39.8072,-87.4945,1840009471
Somerville,Alabama,34.4679,-86.7909,1840004313
McDonald,Tennessee,35.1088,-84.9853,1840110132
Unionville,Pennsylvania,39.8977,-75.7304,1840153031
Cookstown,New Jersey,40.0446,-74.5547,1840080642
Porter,Oklahoma,35.8684,-95.5159,1840021697
Big Thicket Lake Estates,Texas,30.4874,-94.7679,1840042516
Green Mountain Falls,Colorado,38.9344,-105.0238,1840021470
East Ellijay,Georgia,34.676,-84.4761,1840013574
Mandaree,North Dakota,47.7358,-102.6756,1840003997
Edgerton,Missouri,39.5023,-94.6296,1840008483
Fontanelle,Iowa,41.2901,-94.5602,1840008237
D'Hanis,Texas,29.3305,-99.2753,1840022500
Haysi,Virginia,37.2151,-82.2931,1840006457
Osmond,Wyoming,42.6777,-110.9408,1840024048
Clio,South Carolina,34.5791,-79.5461,1840016587
Jamesport,Missouri,39.9749,-93.8029,1840008393
Hustonville,Kentucky,37.4784,-84.8151,1840014363
Kellogg,Iowa,41.7181,-92.9072,1840008175
Yankeetown,Florida,29.0334,-82.7326,1840017223
New Hebron,Mississippi,31.7332,-89.9833,1840017078
Deep Run,North Carolina,35.1415,-77.7162,1840088229
Canton,Kansas,38.3857,-97.4303,1840007487
Herreid,South Dakota,45.8378,-100.0748,1840002022
Timber Lakes,Utah,40.4733,-111.2533,1840037250
Miller,Missouri,37.2148,-93.8405,1840008781
Hay Springs,Nebraska,42.6833,-102.6897,1840011029
Rowlesburg,West Virginia,39.3483,-79.6764,1840005658
Lakewood Village,Texas,33.1379,-96.9751,1840020647
Paradise Heights,Florida,28.6237,-81.5439,1840028994
Elaine,Arkansas,34.3087,-90.8533,1840013594
Ducor,California,35.8927,-119.047,1840019031
Carlsbad,Texas,31.6112,-100.6406,1840025954
Hatley,Mississippi,33.9773,-88.4184,1840016750
Green City,Missouri,40.2639,-92.9563,1840008359
Hardin,Kentucky,36.7651,-88.3023,1840013274
Lovelady,Texas,31.1279,-95.4456,1840020834
Ashley,North Dakota,46.0347,-99.3736,1840001986
Linn,Texas,26.5662,-98.1298,1840019731
West Valley,New York,42.4037,-78.6115,1840026204
Eighty Four,Pennsylvania,40.1777,-80.1303,1840026500
Jacumba,California,32.6278,-116.1826,1840025044
Star Prairie,Wisconsin,45.1975,-92.5321,1840002130
Lamont,Iowa,42.5986,-91.6404,1840008060
Blythe,Georgia,33.3011,-82.2025,1840015715
Albion,Iowa,42.1125,-92.9886,1840006997
Bell Buckle,Tennessee,35.5908,-86.3538,1840015411
Coward,South Carolina,33.9721,-79.749,1840016705
Beaverdale,Pennsylvania,40.3242,-78.7014,1840034861
Havre North,Montana,48.5632,-109.6713,1840074035
Coyle,Oklahoma,35.9568,-97.2396,1840021682
Selby,South Dakota,45.5057,-100.0329,1840002085
Andover,Ohio,41.6066,-80.5686,1840010172
Antonito,Colorado,37.0762,-106.0104,1840021576
Deer Creek,Illinois,40.6293,-89.3313,1840011988
Charleston,Tennessee,35.2862,-84.7611,1840014602
Keystone,Colorado,39.5901,-105.9383,1840017537
Lake Hughes,California,34.6832,-118.4588,1840025003
Leawood,Missouri,37.0333,-94.4948,1840013044
Hester,Louisiana,30.0277,-90.771,1840039401
Tannersville,New York,42.1936,-74.135,1840004648
Limestone,Oklahoma,36.3143,-95.7477,1840034643
East Randolph,New York,42.1693,-78.952,1840004600
Markleville,Indiana,39.9763,-85.6168,1840009440
Taylor,Arkansas,33.0998,-93.4618,1840015728
North Salem,Indiana,39.86,-86.6437,1840009541
Macksville,Kansas,37.9572,-98.9689,1840009829
St. Edward,Nebraska,41.5716,-97.8612,1840009203
Wausa,Nebraska,42.4978,-97.5393,1840011068
Oak Park,Georgia,32.3822,-82.3153,1840016962
Kingman,Indiana,39.9664,-87.2782,1840010465
Chiloquin,Oregon,42.5764,-121.8677,1840018651
Glen St. Mary,Florida,30.2752,-82.1604,1840017191
Fair Play,Missouri,37.6331,-93.5769,1840008714
Penns Creek,Pennsylvania,40.8631,-77.0562,1840005362
Floyd,Virginia,36.9118,-80.3184,1840006496
Flat,Texas,31.3093,-97.6242,1840036440
Max Meadows,Virginia,36.9798,-80.9678,1840006502
Ellsworth,Pennsylvania,40.1073,-80.0214,1840003654
Alexis,North Carolina,35.3968,-81.119,1840089337
Stewart,Minnesota,44.7236,-94.4869,1840008943
Republic,Ohio,41.125,-83.0167,1840011720
Darby,Montana,46.0231,-114.1787,1840021172
Port Gibson,New York,43.0334,-77.1569,1840025456
Willow Valley,Arizona,34.9296,-114.6159,1840019747
Fessenden,North Dakota,47.6494,-99.6267,1840000117
Sulphur Rock,Arkansas,35.7517,-91.5003,1840016249
Mulford,Colorado,39.4063,-107.1661,1840028592
Eulonia,Georgia,31.5254,-81.432,1840029193
St. John,Washington,47.0915,-117.5887,1840021139
Brandon,Minnesota,45.9663,-95.5946,1840006681
Ocheyedan,Iowa,43.4182,-95.5366,1840007969
Loa,Utah,38.4037,-111.6454,1840021506
New Boston,Illinois,41.1698,-90.9998,1840008257
Callaway,Nebraska,41.2915,-99.9203,1840010209
Parker School,Montana,48.2468,-109.7341,1840032836
Red Mesa,Arizona,36.9664,-109.3828,1840018998
Arnett,Oklahoma,36.1345,-99.7727,1840020375
Bowdens,North Carolina,35.0579,-78.1128,1840088146
Milroy,Indiana,39.4982,-85.4675,1840026614
Rolling Hills,Wyoming,42.9035,-105.8434,1840021286
Paradise Park,California,37.0062,-122.0425,1840024797
Mohall,North Dakota,48.7661,-101.5169,1840000045
Thurston,Ohio,39.8451,-82.5532,1840012475
Continental Courts,Pennsylvania,40.8705,-77.8658,1840150892
Wingo,Kentucky,36.6422,-88.7395,1840015270
Lilesville,North Carolina,34.9675,-79.9845,1840016447
Blandinsville,Illinois,40.554,-90.8683,1840012109
Denver,Indiana,40.8647,-86.0772,1840009366
Murdo,South Dakota,43.8893,-100.7142,1840000331
Hungry Horse,Montana,48.3843,-114.0652,1840017299
Ridge Spring,South Carolina,33.8453,-81.6617,1840017970
Metamora,Michigan,42.9422,-83.2897,1840011001
Valle Hill,Puerto Rico,18.3953,-65.894,1630149263
Blucksberg Mountain,South Dakota,44.3593,-103.4538,1840040547
Metompkin,Virginia,37.7671,-75.6054,1840024735
Adena,Ohio,40.2166,-80.8762,1840010408
Bennington,Kansas,39.0334,-97.5932,1840007383
Seabrook,Massachusetts,41.5831,-70.4992,1840031250
Vayas,Puerto Rico,18.0541,-66.5858,1630026088
Clarks Grove,Minnesota,43.7617,-93.3286,1840006822
Standing Pine,Mississippi,32.6749,-89.4529,1840013801
Scalp Level,Pennsylvania,40.2495,-78.8442,1840001124
Lucerne,Wyoming,43.7136,-108.1873,1840017431
Pleasant Hope,Missouri,37.465,-93.2743,1840009874
La Mesa,New Mexico,32.1244,-106.709,1840025084
Rocky Ripple,Indiana,39.8484,-86.1731,1840010573
Mount Auburn,Illinois,39.7649,-89.2608,1840012547
Ivalee,Alabama,34.0372,-86.1472,1840022890
Baneberry,Tennessee,36.0465,-83.2782,1840013373
Deerwood,Minnesota,46.4729,-93.9,1840006645
Noble,Illinois,38.6974,-88.2232,1840012833
Plum City,Wisconsin,44.6338,-92.1918,1840002287
Road Runner,Texas,33.483,-97.0849,1840143235
Valley Acres,California,35.2087,-119.4106,1840019143
Bayview,Texas,26.1327,-97.3974,1840021042
Ravine,Pennsylvania,40.5686,-76.3937,1840005213
Satsop,Washington,47.0223,-123.4737,1840018445
Mount Sidney,Virginia,38.2586,-78.9654,1840024686
Clayton,Illinois,40.0301,-90.958,1840010506
Portland,North Dakota,47.4995,-97.3693,1840000137
Stockport,Ohio,39.5489,-81.7944,1840012570
New Market,Pennsylvania,40.223,-76.8561,1840035396
Hopkinton,Iowa,42.3428,-91.249,1840006934
Acacia Villas,Florida,26.6457,-80.1104,1840042854
Pollock,Louisiana,31.4985,-92.4432,1840017070
Center Ossipee,New Hampshire,43.7542,-71.1508,1840026132
Olney Springs,Colorado,38.1663,-103.9445,1840022510
Pennington,Alabama,32.201,-88.0378,1840017019
Ider,Alabama,34.7026,-85.669,1840016550
Glen Elder,Kansas,39.5001,-98.3066,1840008477
White Hall,Alabama,32.2993,-86.7148,1840017009
Mackay,Idaho,43.912,-113.6128,1840019985
Shiloh,Georgia,32.8115,-84.6989,1840015784
Minong,Wisconsin,46.0978,-91.8263,1840002004
Traver,California,36.454,-119.4838,1840019040
Lawrenceville,Pennsylvania,41.9959,-77.1304,1840003299
Hutsonville,Illinois,39.1085,-87.6606,1840012753
River Falls,Alabama,31.3525,-86.5412,1840018177
Hayden Lake,Idaho,47.7639,-116.7559,1840019809
Altona,Illinois,41.115,-90.1648,1840010319
Stanford,Illinois,40.4322,-89.2209,1840011982
Noorvik,Alaska,66.8292,-161.0377,1840023495
Pleasant City,Ohio,39.9033,-81.5438,1840012359
Sherman,Mississippi,34.3611,-88.8387,1840017951
Pope,Mississippi,34.2158,-89.9447,1840017937
Wellington,Missouri,39.1383,-93.9861,1840010679
La Hacienda,New Mexico,32.206,-107.725,1840040085
Payne Springs,Texas,32.2872,-96.0892,1840023214
Ty Ty,Georgia,31.472,-83.6509,1840015864
Stanton,Iowa,40.9812,-95.1027,1840009345
Corder,Missouri,39.0992,-93.639,1840007386
La Prairie,Minnesota,47.2302,-93.4912,1840007718
Fountain Lake,Arkansas,34.6099,-92.9197,1840016598
Loghill Village,Colorado,38.1994,-107.7754,1840028564
Moreland,Georgia,33.2861,-84.7699,1840016859
Velma,Oklahoma,34.4546,-97.662,1840022830
Picture Rocks,Pennsylvania,41.2804,-76.7079,1840000634
Elgin,North Dakota,46.4014,-101.8474,1840000202
Gurley,Alabama,34.7072,-86.3768,1840016519
Goochland,Virginia,37.6974,-77.8943,1840026810
Opal,Virginia,38.6201,-77.8049,1840024595
Minnesota Lake,Minnesota,43.8409,-93.8279,1840007947
Philip,South Dakota,44.0407,-101.6645,1840000301
Linden,Wisconsin,42.9184,-90.2742,1840002960
Whitesburg,Georgia,33.4928,-84.9137,1840015680
Shoal Creek Drive,Missouri,37.037,-94.5228,1840013048
De Witt,Nebraska,40.3953,-96.9221,1840012055
Modena,Pennsylvania,39.9619,-75.8025,1840001430
Verona,Ohio,39.9019,-84.4958,1840012497
Summit,Arkansas,36.2522,-92.6886,1840015299
Star Lake,New York,44.1613,-75.0363,1840004053
Halstad,Minnesota,47.351,-96.8258,1840006619
Wall,Pennsylvania,40.3916,-79.786,1840001270
Deer Trail,Colorado,39.6154,-104.0434,1840021441
Culbertson,Montana,48.1447,-104.5183,1840021072
Merrimac,Wisconsin,43.3741,-89.6272,1840002723
Jasper,Minnesota,43.8491,-96.3999,1840007907
Cathlamet,Washington,46.2056,-123.3835,1840022327
Inglewood,Nebraska,41.416,-96.5025,1840011457
Murray Hill,Kentucky,38.2905,-85.5872,1840030804
Port Austin,Michigan,44.0431,-82.9945,1840013149
Sugar Grove,Pennsylvania,41.9837,-79.3395,1840003333
Moravia,Iowa,40.8918,-92.8187,1840008318
Lashmeet,West Virginia,37.4228,-81.1967,1840038147
Slatedale,Pennsylvania,40.7438,-75.6582,1840026408
Port Matilda,Pennsylvania,40.8002,-78.0524,1840000828
Smallwood,New York,41.6606,-74.8159,1840004787
Linden,Indiana,40.189,-86.9023,1840009462
Rosalia,Washington,47.2363,-117.3764,1840021138
Camden,Indiana,40.6099,-86.5392,1840009407
Butte Creek Canyon,California,39.7489,-121.6968,1840042807
Ripley,California,33.5238,-114.653,1840025033
Wilkerson,California,37.2794,-118.3877,1840074765
Batavia,Iowa,40.9949,-92.1673,1840007145
Townsend,Tennessee,35.6763,-83.7529,1840015381
Estherwood,Louisiana,30.1816,-92.4633,1840018240
Wampsville,New York,43.0772,-75.7097,1840004358
Unity,South Carolina,34.8024,-80.6936,1840106482
Grand Tower,Illinois,37.6343,-89.5013,1840008700
Clover,Virginia,36.8389,-78.7284,1840024810
Jane,Missouri,36.5403,-94.3078,1840032135
Anthon,Iowa,42.3881,-95.8656,1840006951
Eureka,Utah,39.9588,-112.1149,1840020186
Kooskia,Idaho,46.1415,-115.9765,1840019895
Cadyville,New York,44.6977,-73.6441,1840083178
Summersville,Kentucky,37.3265,-85.543,1840026853
Elwood,Nebraska,40.5897,-99.8616,1840012042
Bay Port,Michigan,43.8375,-83.374,1840026086
Heidlersburg,Pennsylvania,39.9471,-77.1496,1840026580
Atlasburg,Pennsylvania,40.3436,-80.3803,1840026498
Knightsville,Indiana,39.5253,-87.0891,1840009675
Smelterville,Idaho,47.5426,-116.1775,1840021089
Cowan,California,37.5601,-120.9888,1840042928
East Galesburg,Illinois,40.9429,-90.3109,1840011763
Shickshinny,Pennsylvania,41.1535,-76.1501,1840000769
Fillmore,Indiana,39.6697,-86.7532,1840010596
Great Cacapon,West Virginia,39.6144,-78.2857,1840025594
Francisco,Indiana,38.3327,-87.4481,1840010797
Cleveland,Utah,39.3494,-110.8556,1840022448
Argonia,Kansas,37.2679,-97.7629,1840007609
Rifton,New York,41.8297,-74.038,1840004712
Creston,Illinois,41.9335,-88.9742,1840011234
Waco,Georgia,33.7026,-85.1893,1840015663
Sharon Springs,New York,42.793,-74.6128,1840004487
Crowell,Texas,33.9839,-99.7241,1840019276
Doon,Iowa,43.279,-96.2329,1840006858
Mangham,Louisiana,32.3094,-91.7794,1840016976
Hartford,Arkansas,35.0236,-94.3799,1840013459
Kewanna,Indiana,41.0194,-86.4125,1840010308
East Pecos,New Mexico,35.5765,-105.65,1840026936
Chief Lake,Wisconsin,45.9209,-91.3303,1840004012
Lincoln Heights,Ohio,40.7673,-82.4795,1840153069
Stockton Bend,Texas,32.475,-97.7611,1840153116
La Crosse,Indiana,41.3177,-86.8896,1840009247
Skokomish,Washington,47.3298,-123.1573,1840018433
Doolittle,Missouri,37.9425,-91.8913,1840007541
Paxton,Nebraska,41.1235,-101.3522,1840011647
Neosho,Wisconsin,43.3101,-88.5192,1840002743
Bluffview,Wisconsin,43.3641,-89.773,1840025433
South Dayton,New York,42.3628,-79.051,1840004596
Stevens,Pennsylvania,40.2141,-76.1606,1840024346
Elk Park,North Carolina,36.1582,-81.9808,1840016114
Winchester,Oklahoma,35.7906,-95.9981,1840022719
Mellen,Wisconsin,46.324,-90.6605,1840003918
Walnut Creek,Arizona,35.1312,-114.1267,1840075545
Ethridge,Tennessee,35.3218,-87.3013,1840016373
Brooks,Georgia,33.2925,-84.4588,1840015714
Bootjack,California,37.4673,-119.8852,1840017621
Joliet,Montana,45.4846,-108.9723,1840021216
McDowell,Kentucky,37.459,-82.734,1840030513
Everly,Iowa,43.1619,-95.3195,1840007992
Maple Hill,Kansas,39.0855,-96.0278,1840009689
Lone Oak,Texas,32.9961,-95.9406,1840020651
Republic,Michigan,46.3956,-87.9819,1840006570
Casco,Wisconsin,44.5558,-87.6197,1840002365
Downs,Kansas,39.5045,-98.5472,1840008472
Beech Bottom,West Virginia,40.2181,-80.6588,1840005481
Merigold,Mississippi,33.8392,-90.7264,1840016745
Newell,South Dakota,44.7174,-103.4183,1840000289
Sterling,Nebraska,40.4612,-96.3776,1840012170
Dudleyville,Arizona,32.9127,-110.7345,1840019358
Florien,Louisiana,31.448,-93.4583,1840018159
Fillmore,New York,42.4658,-78.1105,1840004602
Nances Creek,Alabama,33.8588,-85.6733,1840022931
Sandyfield,North Carolina,34.3738,-78.3,1840017950
Glencoe,Oklahoma,36.2318,-96.9313,1840021678
Lyons Switch,Oklahoma,35.7744,-94.7053,1840073923
Rockland,Wisconsin,43.9077,-90.9165,1840002580
Fort Gay,West Virginia,38.1201,-82.595,1840006261
Mead,Nebraska,41.2138,-96.4825,1840011635
Claremont,Minnesota,44.0449,-92.9976,1840006806
Lancaster,Missouri,40.5238,-92.5314,1840008346
Bethel,Maine,44.4038,-70.7863,1840152988
Potosi,Wisconsin,42.6876,-90.7105,1840002982
Stanwood,Iowa,41.8927,-91.1486,1840009199
Grimes,Alabama,31.2999,-85.4503,1840003500
Cobbtown,Georgia,32.2806,-82.1387,1840014906
Umapine,Oregon,45.976,-118.501,1840025290
Hickory,Mississippi,32.3167,-89.0217,1840015806
La Liga,Puerto Rico,18.2894,-66.0508,1630025217
Fort Garland,Colorado,37.4279,-105.4351,1840017626
Kiester,Minnesota,43.5365,-93.7111,1840007948
Lyndon,Illinois,41.7174,-89.924,1840011422
Noxapater,Mississippi,32.9936,-89.0636,1840016891
Zeb,Oklahoma,35.8066,-95.0437,1840034601
Loraine,Texas,32.4087,-100.7125,1840022088
Confluence,Pennsylvania,39.8095,-79.3552,1840003735
Beverly Shores,Indiana,41.685,-86.9804,1840009265
Friendship,Ohio,38.698,-83.1005,1840026701
Fremont,Wisconsin,44.2602,-88.8715,1840002355
Warsaw,Ohio,40.336,-82.0019,1840012200
Kelso,Missouri,37.1922,-89.5505,1840013034
Pinecroft,Pennsylvania,40.5652,-78.352,1840100820
Truro,Iowa,41.2098,-93.8467,1840010261
Johnson Siding,South Dakota,44.0846,-103.438,1840026124
Silverton,Idaho,47.4958,-115.9604,1840050890
Parma,Michigan,42.2633,-84.5793,1840011198
Wright City,Oklahoma,34.0649,-95.0074,1840022855
Cherry Grove,Washington,45.8022,-122.5767,1840037538
Chestertown,New York,43.6461,-73.7945,1840025430
Oconomowoc Lake,Wisconsin,43.0975,-88.4521,1840003028
Barnhill,Ohio,40.4497,-81.3679,1840012085
Westmoreland,Kansas,39.3941,-96.4137,1840010635
North Chevy Chase,Maryland,39.002,-77.074,1840005855
Argyle,Minnesota,48.3366,-96.8162,1840006597
Burlington,Indiana,40.4819,-86.3946,1840009406
Blue Summit,Missouri,39.087,-94.4808,1840142444
Lafayette,Minnesota,44.4471,-94.3927,1840007897
Anderson,New Jersey,40.7617,-74.9301,1840024216
Pattison,Texas,29.8184,-95.9765,1840020914
Doyle,Tennessee,35.8553,-85.512,1840016192
Enterprise,Mississippi,32.1731,-88.8163,1840017032
Port Deposit,Maryland,39.6111,-76.098,1840005641
Holland,Arkansas,35.166,-92.277,1840014599
Sun,Louisiana,30.6489,-89.907,1840018224
Pitkin,Louisiana,30.9344,-92.9267,1840025974
Fort Towson,Oklahoma,34.0243,-95.2973,1840021932
Sandersville,Mississippi,31.7879,-89.0362,1840018162
Baker,California,35.2769,-116.0717,1840025801
Friendship,Wisconsin,43.972,-89.8203,1840002233
Strattanville,Pennsylvania,41.2025,-79.3269,1840003464
Lizton,Indiana,39.8837,-86.5416,1840009540
Byron,Michigan,42.8239,-83.9467,1840010071
Eldred,Pennsylvania,41.9563,-78.3817,1840000524
Pe Ell,Washington,46.5713,-123.2982,1840022321
Bevier,Missouri,39.7513,-92.5638,1840007272
Hoytsville,Utah,40.8757,-111.3847,1840024184
Cairnbrook,Pennsylvania,40.1246,-78.8189,1840026535
Fordsville,Kentucky,37.6357,-86.7171,1840013230
Loleta,California,40.6408,-124.2225,1840009621
Stannards,New York,42.0741,-77.9123,1840004605
Radcliffe,Iowa,42.3177,-93.4343,1840009126
